자라, 90, 155
사마, 41, 196
라아, 40, 191
카나, 96, 157
라라, 82, 160
타가, 57, 147
가라, 97, 165
바카, 49, 178
라아, 85, 142
타다, 55, 177
아파, 80, 140
자자, 44, 148
사가, 68, 190
파파, 75, 167
가마, 40, 195
카아, 60, 195
마카, 64, 143
파바, 61, 172
나바, 60, 197
마다, 62, 191
자라, 72, 168
아아, 96, 155
바다, 84, 196
다다, 74, 188
파마, 52, 161
하자, 57, 141
하차, 80, 182
사라, 59, 157
라타, 63, 197
다카, 73, 154
나바, 84, 147
카나, 80, 140
마타, 80, 192
파가, 42, 158
마나, 76, 156
타차, 50, 183
차바, 47, 159
카나, 83, 141
라라, 88, 162
마차, 87, 167
라차, 82, 143
타아, 89, 179
다라, 78, 158
카자, 41, 198
아자, 92, 199
바아, 72, 141
마아, 51, 173
아가, 50, 183
하차, 43, 150
라라, 85, 170
카사, 57, 158
하파, 45, 149
아아, 88, 142
바마, 82, 196
나타, 86, 158
타카, 58, 164
타라, 95, 193
가다, 98, 188
하타, 99, 184
파카, 66, 165
카하, 94, 166
타다, 68, 199
파파, 70, 197
하라, 89, 183
다바, 57, 191
차마, 86, 197
라아, 97, 153
자다, 47, 175
타나, 40, 193
자마, 72, 157
하마, 67, 197
파아, 78, 196
라다, 90, 159
자다, 89, 176
라타, 50, 158
사카, 79, 190
타차, 65, 173
하바, 53, 141
라나, 52, 174
바파, 42, 168
마하, 91, 180
카하, 93, 182
바카, 44, 147
나파, 52, 157
타바, 80, 179
타라, 76, 172
차나, 68, 189
마가, 76, 141
자사, 79, 191
라사, 90, 188
다하, 55, 187
타나, 63, 148
카바, 50, 163
마라, 91, 148
차차, 81, 167
라바, 98, 195
차라, 67, 198
파카, 84, 173
하사, 62, 160
하사, 88, 166
타바, 69, 161
파타, 72, 152
바타, 81, 186
타라, 66, 169
파차, 40, 185
차나, 43, 146
가사, 75, 191
카다, 51, 194
가하, 45, 155
차카, 47, 178
바마, 75, 167
가나, 66, 153
사하, 63, 147
가라, 67, 186
파라, 96, 191
자아, 86, 178
사자, 51, 176
파파, 82, 158
하사, 64, 182
타가, 48, 156
카바, 90, 175
카하, 40, 162
타아, 81, 197
타자, 78, 192
나타, 55, 141
카파, 96, 169
사바, 92, 160
파다, 74, 188
가카, 56, 174
사차, 51, 189
타카, 54, 195
바파, 64, 144
카다, 45, 170
카바, 82, 180
바타, 55, 166
자카, 78, 186
사카, 74, 159
하카, 56, 155
사하, 99, 186
하아, 54, 170
나사, 44, 141
파가, 51, 141
아카, 71, 163
파라, 55, 176
파자, 93, 195
가아, 83, 148
마차, 83, 157
자다, 92, 145
하차, 41, 158
나다, 95, 183
차바, 97, 161
마마, 86, 188
가차, 80, 190
라나, 95, 191
자타, 99, 160
카사, 81, 148
하카, 55, 176
마자, 63, 194
차마, 46, 184
차가, 74, 160
마하, 42, 143
타라, 47, 188
하차, 81, 163
가타, 93, 169
바파, 89, 198
파파, 61, 162
사가, 71, 151
자사, 75, 182
마마, 84, 177
차나, 57, 158
파사, 50, 161
다자, 50, 170
나다, 70, 152
타마, 85, 151
가나, 41, 157
타바, 68, 154
가바, 65, 195
사카, 46, 180
카자, 99, 179
라다, 60, 167
바자, 63, 178
사차, 69, 185
다가, 48, 197
아마, 46, 183
아파, 49, 194
타바, 91, 193
자하, 86, 166
차카, 44, 185
자마, 46, 177
하카, 77, 165
자다, 43, 154
자사, 48, 162
하마, 58, 173
사라, 95, 197
바하, 54, 145
다파, 57, 178
하나, 82, 168
나바, 78, 165
하하, 83, 196
타라, 99, 156
아자, 59, 151
라바, 90, 192
타카, 79, 153
가아, 68, 168
사타, 73, 146
사마, 83, 190
파하, 81, 153
자바, 78, 161
아나, 45, 159
타하, 93, 182
자사, 49, 196
아사, 76, 165
가라, 94, 159
하자, 96, 141
파다, 73, 183
타하, 88, 146
마아, 50, 179
가아, 90, 159
가나, 47, 177
마카, 50, 153
다바, 72, 197
나하, 84, 195
카파, 46, 170
다타, 64, 166
바사, 87, 185
다가, 74, 196
자나, 78, 172
타나, 77, 142
사라, 72, 170
다카, 93, 161
가가, 53, 142
차차, 96, 156
타라, 56, 171
파사, 40, 172
라타, 52, 179
사타, 79, 158
차자, 48, 188
가카, 72, 144
나바, 97, 150
타자, 54, 180
카아, 89, 194
마라, 42, 145
다다, 76, 192
하나, 41, 168
카다, 90, 154
바자, 78, 175
파파, 74, 154
마나, 75, 184
바아, 65, 168
라나, 58, 143
타하, 69, 164
하카, 90, 168
타타, 70, 168
라나, 86, 187
바사, 56, 141
카나, 41, 145
하카, 77, 197
하가, 75, 169
파나, 77, 189
라하, 65, 169
카라, 89, 173
라바, 83, 164
파다, 59, 182
가아, 92, 169
하마, 70, 156
가하, 47, 196
가파, 71, 163
라가, 87, 151
하타, 44, 187
카라, 77, 185
바하, 58, 144
카다, 44, 144
하아, 74, 144
바바, 64, 156
아파, 88, 184
파가, 54, 158
파바, 66, 176
바파, 75, 162
아나, 48, 156
바자, 52, 152
가가, 91, 153
타바, 61, 195
가가, 59, 150
차사, 52, 180
자라, 90, 181
아하, 61, 190
차나, 50, 146
다다, 46, 163
카라, 49, 185
자하, 58, 163
차다, 77, 186
차다, 55, 182
하자, 62, 184
아나, 77, 148
다아, 56, 195
바자, 86, 190
다차, 44, 196
카카, 63, 185
타차, 50, 156
사마, 46, 152
라타, 86, 156
다마, 57, 194
다아, 56, 190
나나, 53, 147
라사, 67, 190
하카, 49, 163
사자, 66, 175
나하, 45, 183
나자, 54, 170
마가, 49, 170
파파, 57, 177
사나, 86, 191
가나, 99, 142
라하, 91, 178
다카, 47, 167
라라, 54, 150
라하, 73, 154
사아, 73, 151
가파, 99, 171
차파, 41, 176
다바, 70, 179
하나, 62, 149
타하, 89, 154
라나, 82, 149
가다, 67, 192
타라, 81, 165
다아, 96, 154
다나, 81, 198
바차, 85, 177
라라, 90, 142
다마, 97, 192
다파, 77, 178
가가, 61, 150
타자, 61, 172
가나, 61, 174
마라, 86, 184
파차, 42, 141
자아, 58, 160
마사, 41, 150
차가, 97, 162
카아, 50, 152
타카, 45, 172
마마, 91, 157
마다, 77, 158
바파, 63, 195
아나, 49, 160
라하, 96, 174
자아, 92, 197
아라, 89, 148
아파, 99, 199
카아, 60, 182
카라, 51, 146
바카, 80, 170
바파, 94, 169
마가, 54, 145
라파, 72, 170
카자, 43, 178
라사, 82, 181
타하, 86, 175
아카, 75, 153
바차, 77, 145
아차, 96, 178
자파, 58, 142
바차, 86, 189
나아, 54, 199
아바, 44, 193
마사, 72, 166
차하, 40, 150
바자, 63, 172
라아, 46, 179
사자, 67, 145
바나, 89, 189
마바, 61, 143
나마, 54, 153
타파, 82, 195
가마, 68, 175
나카, 73, 142
라차, 51, 176
사자, 78, 141
나자, 54, 147
아차, 59, 189
자사, 80, 143
사차, 85, 196
마라, 47, 162
하사, 53, 143
하타, 64, 144
사라, 50, 172
자바, 53, 174
차차, 77, 164
바아, 97, 154
아다, 93, 140
다라, 56, 155
나자, 71, 155
카아, 58, 174
다나, 73, 188
다나, 49, 175
마아, 71, 183
라카, 73, 197
라타, 82, 170
나라, 43, 174
사파, 95, 152
아사, 42, 154
타하, 43, 190
사사, 50, 174
하자, 80, 199
가차, 87, 146
파마, 74, 175
바자, 79, 145
바카, 44, 198
마자, 61, 189
사사, 89, 153
나파, 85, 179
아라, 40, 154
라차, 90, 154
가하, 98, 177
타타, 45, 185
라카, 66, 158
마다, 52, 167
사자, 85, 181
카마, 80, 160
하마, 96, 179
카바, 48, 180
라파, 69, 185
바다, 63, 178
카다, 68, 164
나아, 98, 193
아파, 69, 156
라다, 85, 148
아카, 45, 149
아타, 79, 186
파다, 79, 165
마가, 46, 159
다마, 73, 149
바바, 59, 155
바나, 45, 189
하타, 52, 197
사하, 55, 159
바파, 80, 181
라카, 46, 161
바하, 92, 189
바자, 41, 198
아카, 82, 164
자사, 66, 189
사아, 42, 175
가사, 84, 196
마하, 67, 156
차파, 64, 194
라가, 53, 198
자다, 96, 193
파나, 76, 156
사바, 47, 167
나나, 68, 185
가카, 98, 177
카라, 86, 145
하다, 85, 180
사타, 95, 156
파나, 85, 163
아자, 49, 150
라바, 66, 172
카하, 73, 199
가사, 84, 140
마라, 89, 144
파자, 69, 146
마가, 61, 176
다하, 83, 144
하타, 79, 179
파가, 43, 183
파타, 43, 169
마자, 96, 148
사마, 84, 140
차사, 99, 177
아바, 56, 166
다자, 95, 194
자마, 65, 176
차파, 51, 179
가라, 99, 151
하마, 60, 152
아나, 56, 190
다다, 87, 171
사마, 54, 187
가하, 48, 192
나자, 79, 141
차아, 95, 157
가사, 95, 156
타파, 71, 190
아아, 59, 165
라자, 83, 189
카나, 64, 149
사아, 87, 160
카파, 95, 166
아사, 43, 160
바파, 81, 193
사사, 64, 157
하나, 74, 154
나파, 74, 186
파카, 60, 182
라바, 43, 185
타자, 74, 150
마나, 62, 198
다바, 50, 159
마다, 40, 159
차차, 45, 194
다파, 74, 168
자라, 79, 160
사차, 42, 166
나사, 57, 176
사사, 53, 163
차하, 72, 149
카파, 95, 154
자아, 78, 172
아파, 75, 199
아가, 64, 170
바파, 98, 170
다바, 65, 155
카차, 56, 157
사자, 65, 192
하가, 67, 190
사차, 51, 142
하차, 47, 177
사다, 98, 194
다나, 51, 156
자마, 94, 190
카차, 49, 159
카나, 54, 163
사다, 40, 194
타타, 43, 184
마카, 40, 164
다나, 66, 175
파하, 92, 144
사타, 55, 162
하차, 43, 189
아아, 75, 198
타마, 43, 183
나라, 42, 170
카자, 87, 195
카바, 63, 159
바타, 69, 192
하자, 78, 153
마나, 50, 195
라카, 86, 155
마바, 87, 171
가차, 51, 153
하마, 56, 148
차가, 42, 167
다라, 51, 147
마가, 54, 159
마타, 44, 172
자마, 54, 187
마라, 83, 190
카하, 74, 194
자사, 43, 177
자바, 78, 198
카타, 69, 193
바사, 78, 188
마파, 40, 169
다파, 52, 177
가카, 60, 163
자하, 63, 175
파라, 70, 157
아자, 58, 176
카하, 75, 172
아자, 86, 174
다나, 60, 146
하바, 94, 158
차아, 60, 141
자마, 62, 160
마아, 68, 194
하카, 83, 191
라다, 57, 179
바라, 83, 197
자파, 82, 150
파바, 46, 192
파바, 72, 151
사가, 58, 155
차카, 73, 149
카하, 73, 175
자타, 77, 165
차자, 77, 193
마라, 80, 176
카차, 80, 195
마카, 53, 178
가파, 47, 154
라카, 60, 197
차바, 73, 182
가가, 80, 195
아나, 92, 159
아하, 88, 166
가아, 42, 161
가나, 73, 142
가마, 58, 166
자자, 40, 197
차카, 65, 154
마하, 81, 186
타마, 75, 193
다바, 80, 154
아차, 59, 198
가자, 91, 161
자나, 77, 155
자가, 87, 195
자파, 94, 169
라마, 79, 180
파하, 50, 155
차카, 87, 169
아라, 44, 156
하다, 56, 197
나바, 53, 177
파자, 63, 170
타마, 55, 153
마자, 86, 152
바다, 85, 166
가하, 55, 146
다다, 87, 142
카다, 74, 153
사다, 74, 196
타다, 44, 195
하타, 78, 179
사바, 51, 153
차마, 55, 156
가파, 87, 154
다하, 53, 154
아파, 44, 172
타마, 85, 153
차타, 66, 141
라아, 42, 150
사바, 67, 173
라자, 94, 169
바자, 88, 146
라마, 85, 187
가나, 73, 172
바나, 43, 193
아파, 96, 144
다나, 95, 160
자하, 53, 167
카하, 57, 178
가마, 68, 185
마카, 93, 152
가타, 81, 161
타마, 73, 158
가아, 81, 163
나차, 82, 146
자다, 67, 163
하가, 71, 191
하자, 55, 144
자마, 92, 176
나바, 66, 186
차다, 61, 158
가라, 82, 146
차차, 76, 173
나바, 61, 194
바나, 54, 179
나차, 94, 193
바하, 77, 172
라아, 82, 173
다마, 89, 197
나라, 79, 172
자카, 66, 166
파자, 63, 180
다자, 96, 166
나카, 77, 150
사타, 71, 171
카아, 92, 198
하자, 42, 182
바파, 76, 187
나자, 80, 180
가하, 99, 151
가자, 82, 195
아자, 85, 153
파카, 76, 155
아차, 78, 172
바아, 47, 191
사차, 45, 175
라가, 54, 174
자파, 78, 140
라사, 56, 196
자아, 99, 196
아라, 96, 190
사가, 78, 191
다파, 45, 153
다하, 86, 196
파가, 51, 160
마사, 86, 184
차사, 72, 177
다가, 54, 172
나다, 86, 186
파마, 86, 197
카나, 42, 165
차하, 91, 197
차나, 46, 170
자사, 83, 145
바바, 89, 155
타카, 49, 195
카나, 91, 183
라타, 49, 171
마파, 56, 179
사가, 84, 165
차하, 66, 193
가아, 90, 159
하파, 85, 188
아차, 83, 173
파가, 51, 153
파아, 46, 164
마다, 76, 151
아아, 41, 152
사가, 92, 169
다바, 96, 194
하차, 63, 189
바차, 50, 156
하하, 87, 187
아자, 82, 193
아카, 88, 170
파나, 82, 147
가카, 53, 197
파아, 70, 165
나카, 46, 160
타바, 80, 149
하자, 67, 192
다아, 90, 155
카사, 98, 168
다아, 44, 157
바타, 79, 195
아마, 41, 182
바다, 47, 190
파나, 83, 188
라마, 71, 197
타카, 82, 153
다마, 60, 187
타나, 80, 195
마하, 72, 161
자가, 53, 186
자사, 92, 177
다카, 67, 148
파사, 79, 160
가카, 68, 173
차파, 91, 144
하카, 92, 145
차사, 58, 183
마마, 89, 169
바카, 94, 164
파바, 95, 165
가타, 74, 159
가바, 98, 188
다자, 62, 158
사사, 44, 156
가바, 72, 141
가나, 83, 156
파자, 92, 161
아나, 80, 156
가나, 89, 154
다다, 86, 163
바마, 86, 167
파라, 59, 182
카파, 57, 158
사다, 40, 170
나자, 59, 140
나가, 48, 186
마아, 96, 156
마타, 89, 152
라마, 84, 172
자가, 44, 197
차자, 74, 192
다카, 76, 157
바차, 78, 187
차사, 92, 140
가카, 83, 167
바차, 95, 166
나사, 90, 156
하하, 76, 199
하타, 81, 198
라하, 58, 194
라바, 70, 167
사사, 55, 177
파라, 57, 153
사라, 97, 190
자하, 87, 153
나가, 98, 154
자사, 64, 155
바자, 67, 177
하다, 68, 162
차카, 44, 181
다바, 80, 189
라하, 47, 144
마하, 78, 188
타라, 57, 192
아마, 59, 174
가카, 65, 195
차바, 97, 191
나마, 48, 176
하마, 77, 170
바사, 67, 177
가나, 60, 152
타나, 61, 155
다자, 50, 173
차라, 87, 153
타마, 52, 191
가마, 78, 173
다차, 99, 190
아카, 65, 187
아나, 60, 168
바타, 89, 195
아차, 95, 181
사바, 64, 157
아카, 99, 157
가타, 83, 174
카다, 96, 146
자사, 64, 194
타라, 45, 152
나아, 81, 189
사사, 46, 194
아자, 45, 172
나타, 67, 175
사카, 51, 172
아하, 55, 156
하파, 84, 187
가마, 95, 167
하차, 96, 150
다나, 51, 162
자아, 52, 186
마라, 75, 147
자아, 53, 154
바바, 40, 180
바아, 44, 185
카다, 99, 184
하카, 60, 187
자타, 50, 189
타타, 96, 170
자아, 57, 181
아다, 93, 171
차다, 55, 192
아타, 75, 182
마나, 51, 192
바나, 41, 185
타카, 87, 196
타아, 85, 149
자마, 87, 187
자다, 63, 190
사하, 83, 159
마차, 84, 153
라나, 85, 179
사하, 71, 152
가나, 79, 149
사자, 47, 179
사마, 53, 197
다다, 41, 145
바차, 83, 185
자라, 69, 158
사사, 51, 163
사가, 97, 195
하차, 51, 188
타자, 92, 146
바아, 83, 153
하나, 96, 189
마아, 89, 148
바타, 81, 194
아바, 94, 148
차파, 59, 176
아카, 66, 197
파다, 97, 175
하사, 55, 193
차하, 95, 173
아사, 97, 185
나하, 50, 144
자마, 91, 193
카마, 55, 174
자차, 83, 176
카차, 72, 197
아바, 77, 148
아라, 89, 191
사라, 40, 171
나가, 74, 142
사파, 49, 149
가바, 56, 167
가파, 96, 162
나가, 94, 160
라자, 90, 142
사바, 68, 151
마타, 58, 188
바마, 71, 162
사아, 61, 151
바나, 98, 153
바가, 88, 169
라바, 47, 196
자아, 51, 194
